gamma,mu_eta,sigma_eta2,rho_omega,sigma_nu2,epsilon,delta,avg_isr,var_log1p_isr,avg_gross_margin,gamma_OLS,rho_omega_ar1,sigma_eta2_ar1,avg_opex_sales,any_inventory_above_grid,failed,fail_code
1.4606936215809194,-1.493499319047959,0.2607353457445547,0.22989639429935152,0.22278542596432846,6.966914561313825,0.04491957334754047,1.245265226747985,0.05073110026612629,1.3640459974581778,0.07981212967664811,-0.010473312617617626,0.02903877664020324,0.04286873584216337,False,False,0
0.8301151091842253,-1.327335681314452,0.2915045765137855,0.24858151540661794,0.029452092630995096,14.966914561313825,0.06291957334754046,,,,,,,,False,True,1
0.8937514728205889,-1.1880255296763873,0.3222738072830163,0.26622857423014734,0.15834098151988404,10.966914561313825,0.08091957334754046,,,,,,,,False,True,1
0.9573878364569525,-2.39612786657131,0.353043038052247,0.28387563305367675,0.25500764818655064,18.966914561313825,0.09891957334754047,0.9860261702309274,0.022707880467487323,1.2451962489395778,-1.8115743751828208,-0.17371534258094196,0.015312880177388945,0.04021475333417338,False,False,0
1.021024200093316,-2.7704615557288395,0.3838122688214778,0.0015226918772061726,0.06167431485321733,5.966914561313825,0.03051957334754047,1.07142408388554,0.020535365232695058,1.3516155437004516,-1.057861442165882,-0.028109660187557964,0.019613524635227985,0.0504982079862472,False,False,0
1.0846605637296798,-2.6541703614702916,0.41458149959070867,0.019169750700735587,0.06220472180337739,13.966914561313825,0.04851957334754047,1.0719436482336582,0.03190484676260973,1.2229345188719136,-0.9734961278001674,-0.024624142731310833,0.017643081418022864,0.04829300848854826,False,False,0
1.1482969273660433,-2.277989073957337,0.44535073035993944,0.036816809524265005,0.15887138847004403,9.966914561313825,0.06651957334754047,1.0818888030228666,0.03618664917850093,1.3183026033952536,-0.8398760078087854,-0.04802811346048878,0.025015581151704696,0.053679576782691946,False,False,0
1.211933291002407,-1.99626541617436,0.4761199611291701,0.05446386834779442,0.2555380551367107,17.966914561313825,0.08451957334754047,1.0482277569698526,0.036479329849901064,1.2583777773436464,-1.134288934166653,-0.052197566519654494,0.031133016760316188,0.045144437748271066,False,False,0
1.2755696546387707,-1.7713368562190823,0.10925605580372624,0.07211092717132384,0.0944269440255996,7.966914561313825,0.01251957334754046,1.2815885205335873,0.032921457345813046,1.3021214664903944,0.4340735486325988,-0.012147755254559581,0.007579191474654031,0.06534101412493733,False,False,0
1.3392060182751342,-1.584591347679147,0.1400252865729571,0.08975798599485325,0.19109361069226627,15.966914561313825,0.016839573347540465,1.4002176080293924,0.05787992650654525,1.1994778283650052,0.45166052199034024,-0.014060616952759303,0.009637582240458955,0.05529407404251761,False,False,0
1.4028423819114981,-3.910318953366799,0.1707945173421878,0.10740504481838266,0.2877602773589329,11.966914561313825,0.03483957334754046,1.3840096927746839,0.05623283193556732,1.1663423495146017,1.1437602363506707,0.0001751161236019161,0.024214658925869673,0.005524025799022945,False,False,0
1.4664787455478616,-2.823869254938291,0.20156374811141858,0.12505210364191208,0.12664916624782183,19.966914561313825,0.052839573347540476,1.0329023974070484,0.012552216808320528,1.145036888500167,-0.9402463862353004,-0.05906460755145276,0.0230026537429578,0.010239882645407589,False,False,0
0.8359002331511673,-2.271521498832381,0.23233297888064933,0.14269916246544148,0.2233158329144885,5.466914561313825,0.07083957334754047,1.1143582107349541,0.04427000359327875,1.493977487899483,-0.34875551903790303,-0.030673299482961477,0.02204662795447071,0.07506592623454819,False,False,0
0.8995365967875311,-1.9518733102806352,0.2631022096498802,0.16034622128897083,0.02998249958115516,13.466914561313825,0.08883957334754046,,,,,,,,False,True,1
0.9631729604238947,-1.709553169769237,0.29387144041911095,0.17799328011250032,0.07294546254411813,9.466914561313825,0.020439573347540464,1.8315350786145128,0.17177981074827867,1.3327528587672688,0.06145360512637162,-0.006799984615623714,0.008880451785758744,0.10111790752791233,False,False,0
1.0268093240602583,-1.514748776998274,0.3246406711883417,0.19564033893602967,0.1696121292107848,17.466914561313825,0.038439573347540466,4.0308990336066035,0.4346512885392235,1.2922874101376975,0.2815982711237181,-0.04047995798363295,0.010927022547583539,0.09966183394779764,False,False,0
1.090445687696622,-1.3523405903537882,0.3554099019575725,0.21328739775955916,0.26627879587745146,7.466914561313825,0.056439573347540475,1.3729820836010864,0.09677810046187903,1.4714038767381734,-0.09312413651468576,-0.03994912983235964,0.01938058600144715,0.0989022226223654,False,False,0
1.1540820513329857,-3.1615828470964336,0.38617913272680326,0.2309344565830885,0.10516768476634035,15.466914561313825,0.07443957334754046,0.974115326734278,0.009667080946325424,1.188874930418999,-4.330572526103656,-0.09366844304970244,0.043400777214197155,0.011050657633100716,False,False,0
1.2177184149693492,-2.3518313487253866,0.41694836349603404,0.24961957769035495,0.201834351433007,11.466914561313825,0.09243957334754047,0.993414043210997,0.02118909785642195,1.2778157292172019,-2.9543016555758363,-0.1138080150929425,0.042591081261237305,0.02206201745462984,False,False,0
1.2813547786057127,-1.9023296558300657,0.4477175942652648,0.2672666365138844,0.2985010180996736,19.466914561313825,0.024039573347540463,,,,,,,,False,True,3
1.3449911422420766,-1.6345035342832661,0.4784868250344956,0.2849136953374138,0.13738990698856257,6.466914561313825,0.04203957334754047,1.1744500272854277,0.037957760880680536,1.3682600821260615,-0.9681012671298842,-0.03708523022573073,0.03412774189529467,0.0432347732810205,False,False,0
1.40862750587844,-2.043926228857348,0.1116229197090517,0.0025607541609432125,0.23405657365522922,14.466914561313825,0.06003957334754046,1.0802670486880181,0.02818485638351588,1.2277946435536393,0.6411036280653951,-0.03417085095264347,0.011238542783047487,0.030969146296704816,False,False,0
1.4722638695148038,-1.820454533817819,0.14239215047828255,0.020207812984472627,0.04072324032189588,10.466914561313825,0.07803957334754047,0.8694691377258716,0.004340433572188365,1.2928755248807977,-1.1430805963510422,-0.032584844844139996,0.01191982204138179,0.03538811110664922,False,False,0
0.8416853571181095,-1.633313665154198,0.1731613812475133,0.037854871808002045,0.08368620328485887,18.466914561313825,0.09603957334754047,,,,,,,,False,True,1
